1,109.3
2,110.3
3,107.3
4,88.8
5,106.5
6,105.9
7,112.6
8,125.9
9,109.3
10,137.2
11,184.4
12,128.6
13,104.1
14,117.0
15,100.8
16,121.6
17,122.2
18,109.7
19,94.4
20,144.7
21,122.0
22,100.2
23,109.9
24,93.0
25,132.4
26,126.6
27,118.3
28,106.5
29,104.2
30,141.5
