1,9412.2
2,1154.7
3,231.0
4,120.7
5,112.6
6,125.7
7,149.0
8,109.3
9,115.5
10,211.4
11,134.1
12,134.9
13,126.4
14,118.1
15,133.7
16,160.5
17,123.0
18,104.3
19,114.4
20,92.8
21,156.1
22,138.4
23,138.2
24,99.9
25,114.9
26,154.1
27,123.9
28,107.2
29,113.7
30,115.1
